ID,Marker,Stage,Tissue,RepID,Info,DataAuthor
ENCFF552RZA,H3K36me3,E14.5,Neural-tube,1,ExpAcc:ENCSR776QRL md5sum:3b6d3893b14e643cfceb2f4a980b3900 URL:https://www.encodeproject.org/files/ENCFF552RZA/@@download/ENCFF552RZA.bam genomeversion:mm10,renlab
ENCFF070TRR,H3K36me3,E14.5,Kidney,2,ExpAcc:ENCSR425FLT md5sum:a0b269c8773f3260ad81912154322815 URL:https://www.encodeproject.org/files/ENCFF070TRR/@@download/ENCFF070TRR.bam genomeversion:mm10,renlab
ENCFF451HLI,H3K36me3,E14.5,Kidney,1,ExpAcc:ENCSR425FLT md5sum:65426da99eedaa92f3ea1be44d4aa659 URL:https://www.encodeproject.org/files/ENCFF451HLI/@@download/ENCFF451HLI.bam genomeversion:mm10,renlab
ENCFF184TEJ,H3K36me3,E14.5,Limb,2,ExpAcc:ENCSR871CGP md5sum:c4a8aa368fa7e37421fb8f62e66b6d14 URL:https://www.encodeproject.org/files/ENCFF184TEJ/@@download/ENCFF184TEJ.bam genomeversion:mm10,renlab
ENCFF531DIW,H3K36me3,E14.5,Limb,1,ExpAcc:ENCSR871CGP md5sum:8d83175bd95e2c1a51dc00afa9d1acff URL:https://www.encodeproject.org/files/ENCFF531DIW/@@download/ENCFF531DIW.bam genomeversion:mm10,renlab
ENCFF582PWB,H3K27me3,E14.5,Intestine,2,ExpAcc:ENCSR014YAY md5sum:281f3cd6c6d94f3e3c0420092187bc67 URL:https://www.encodeproject.org/files/ENCFF582PWB/@@download/ENCFF582PWB.bam genomeversion:mm10,renlab
ENCFF992OQQ,H3K27me3,E14.5,Intestine,1,ExpAcc:ENCSR014YAY md5sum:42a6e2a5ff67f0f9bb26d9cee8af3582 URL:https://www.encodeproject.org/files/ENCFF992OQQ/@@download/ENCFF992OQQ.bam genomeversion:mm10,renlab
ENCFF061BZL,H3K9ac,E15.5,Neural-tube,1,ExpAcc:ENCSR571HOT md5sum:c0c18f5c6069ad4068580397a7ad3254 URL:https://www.encodeproject.org/files/ENCFF061BZL/@@download/ENCFF061BZL.bam genomeversion:mm10,renlab
ENCFF012NAU,H3K9ac,E15.5,Neural-tube,2,ExpAcc:ENCSR571HOT md5sum:5ba0f7442803d68e68254076ed2c81dd URL:https://www.encodeproject.org/files/ENCFF012NAU/@@download/ENCFF012NAU.bam genomeversion:mm10,renlab
ENCFF199LAC,H3K27me3,E15.5,Kidney,1,ExpAcc:ENCSR740DYF md5sum:44140a4fb01666b75555f3f42f63ff89 URL:https://www.encodeproject.org/files/ENCFF199LAC/@@download/ENCFF199LAC.bam genomeversion:mm10,renlab
ENCFF422VGL,H3K27me3,E15.5,Kidney,2,ExpAcc:ENCSR740DYF md5sum:00cea4bc69f7ad372e29fc3c68343cb4 URL:https://www.encodeproject.org/files/ENCFF422VGL/@@download/ENCFF422VGL.bam genomeversion:mm10,renlab
ENCFF657CBF,H3K9ac,P0,Liver,1,ExpAcc:ENCSR966RAG md5sum:e873e5e1c81e5d64be22a3fa8da36906 URL:https://www.encodeproject.org/files/ENCFF657CBF/@@download/ENCFF657CBF.bam genomeversion:mm10,renlab
ENCFF799MSF,H3K9ac,P0,Liver,2,ExpAcc:ENCSR966RAG md5sum:f3c65e0f824491188e547f7c3062fb9a URL:https://www.encodeproject.org/files/ENCFF799MSF/@@download/ENCFF799MSF.bam genomeversion:mm10,renlab
ENCFF094DDL,H3K36me3,E15.5,Intestine,2,ExpAcc:ENCSR919DDC md5sum:a61b9e5f5c32802dbe7a7d150a48a301 URL:https://www.encodeproject.org/files/ENCFF094DDL/@@download/ENCFF094DDL.bam genomeversion:mm10,renlab
ENCFF155WAF,H3K36me3,E15.5,Intestine,1,ExpAcc:ENCSR919DDC md5sum:3e7821fc8630b4e83084828a11349822 URL:https://www.encodeproject.org/files/ENCFF155WAF/@@download/ENCFF155WAF.bam genomeversion:mm10,renlab
ENCFF424ZHJ,H3K27me3,E14.5,Stomach,2,ExpAcc:ENCSR064DGY md5sum:c0fbc6ee1dc5f35aa845354a7d046f6b URL:https://www.encodeproject.org/files/ENCFF424ZHJ/@@download/ENCFF424ZHJ.bam genomeversion:mm10,renlab
ENCFF375BGI,H3K27me3,E14.5,Stomach,1,ExpAcc:ENCSR064DGY md5sum:481f3ba53092afb91dfc581b609abea4 URL:https://www.encodeproject.org/files/ENCFF375BGI/@@download/ENCFF375BGI.bam genomeversion:mm10,renlab
ENCFF497HCD,H3K4me2,E11.5,Forebrain,2,ExpAcc:ENCSR067ZDE md5sum:02ed14043c58a160e9cbad655fd5218f URL:https://www.encodeproject.org/files/ENCFF497HCD/@@download/ENCFF497HCD.bam genomeversion:mm10,renlab
ENCFF043NDN,H3K4me2,E11.5,Forebrain,1,ExpAcc:ENCSR067ZDE md5sum:ea6f2d9075903db0aa5b009601b7451a URL:https://www.encodeproject.org/files/ENCFF043NDN/@@download/ENCFF043NDN.bam genomeversion:mm10,renlab
ENCFF699TYA,H3K27me3,E11.5,Hindbrain,1,ExpAcc:ENCSR375GSG md5sum:975def9e2b05a36aae99949af27cff5b URL:https://www.encodeproject.org/files/ENCFF699TYA/@@download/ENCFF699TYA.bam genomeversion:mm10,renlab
ENCFF177TKF,H3K27me3,E11.5,Hindbrain,2,ExpAcc:ENCSR375GSG md5sum:a059d317a1b5dfdf2aea62e7aa13b3a8 URL:https://www.encodeproject.org/files/ENCFF177TKF/@@download/ENCFF177TKF.bam genomeversion:mm10,renlab
ENCFF241ATQ,H3K36me3,E15.5,Liver,1,ExpAcc:ENCSR510CGB md5sum:91cb557b3443e59100493ff8f2a3c117 URL:https://www.encodeproject.org/files/ENCFF241ATQ/@@download/ENCFF241ATQ.bam genomeversion:mm10,renlab
ENCFF280GLL,H3K36me3,E15.5,Liver,2,ExpAcc:ENCSR510CGB md5sum:8ff84d1236700b4f2158dc7a2b19e1c9 URL:https://www.encodeproject.org/files/ENCFF280GLL/@@download/ENCFF280GLL.bam genomeversion:mm10,renlab
ENCFF418ZWT,H3K27me3,E15.5,Neural-tube,2,ExpAcc:ENCSR928IYZ md5sum:5a94d751e854696ff982489520db171c URL:https://www.encodeproject.org/files/ENCFF418ZWT/@@download/ENCFF418ZWT.bam genomeversion:mm10,renlab
ENCFF127XUS,H3K27me3,E15.5,Neural-tube,1,ExpAcc:ENCSR928IYZ md5sum:f25ea8705a2a42582890376a82ff9374 URL:https://www.encodeproject.org/files/ENCFF127XUS/@@download/ENCFF127XUS.bam genomeversion:mm10,renlab
ENCFF099ZCZ,H3K27ac,E14.5,Heart,1,ExpAcc:ENCSR360ANE md5sum:81070b3fced56a26f8a7f38bf1686ee8 URL:https://www.encodeproject.org/files/ENCFF099ZCZ/@@download/ENCFF099ZCZ.bam genomeversion:mm10,renlab
ENCFF162LED,H3K27ac,E14.5,Heart,2,ExpAcc:ENCSR360ANE md5sum:6ae4ed25de41f60f1fdd27ac85b05161 URL:https://www.encodeproject.org/files/ENCFF162LED/@@download/ENCFF162LED.bam genomeversion:mm10,renlab
ENCFF914JSL,H3K4me2,E14.5,Heart,1,ExpAcc:ENCSR534HMF md5sum:4e37160542e748b5b184cd25201a5550 URL:https://www.encodeproject.org/files/ENCFF914JSL/@@download/ENCFF914JSL.bam genomeversion:mm10,renlab
ENCFF775ORI,H3K4me2,E14.5,Heart,2,ExpAcc:ENCSR534HMF md5sum:0a11f3a1d98ecbde2ce9c02dea3e54f2 URL:https://www.encodeproject.org/files/ENCFF775ORI/@@download/ENCFF775ORI.bam genomeversion:mm10,renlab
ENCFF436USY,H3K36me3,E13.5,Limb,2,ExpAcc:ENCSR639IQR md5sum:1f4d5b59de5089938f8bfba53bbb7fa3 URL:https://www.encodeproject.org/files/ENCFF436USY/@@download/ENCFF436USY.bam genomeversion:mm10,renlab
ENCFF227IIG,H3K36me3,E13.5,Limb,1,ExpAcc:ENCSR639IQR md5sum:cf3b21cb5e3bb307cd91f327c7e039c9 URL:https://www.encodeproject.org/files/ENCFF227IIG/@@download/ENCFF227IIG.bam genomeversion:mm10,renlab
ENCFF973KNF,H3K36me3,P0,Intestine,2,ExpAcc:ENCSR483KOD md5sum:60cb4d46040173b3210cbcdc803c5812 URL:https://www.encodeproject.org/files/ENCFF973KNF/@@download/ENCFF973KNF.bam genomeversion:mm10,renlab
ENCFF218RNI,H3K36me3,P0,Intestine,1,ExpAcc:ENCSR483KOD md5sum:1a0a1342cf83df2283516f174f0621cc URL:https://www.encodeproject.org/files/ENCFF218RNI/@@download/ENCFF218RNI.bam genomeversion:mm10,renlab
ENCFF903NUM,H3K4me2,E13.5,Midbrain,2,ExpAcc:ENCSR706PSQ md5sum:ef37e5169a0223a1ede6d609a99902f4 URL:https://www.encodeproject.org/files/ENCFF903NUM/@@download/ENCFF903NUM.bam genomeversion:mm10,renlab
ENCFF537KDI,H3K4me2,E13.5,Midbrain,1,ExpAcc:ENCSR706PSQ md5sum:709ddd131239bae66a74846b1f8c6d76 URL:https://www.encodeproject.org/files/ENCFF537KDI/@@download/ENCFF537KDI.bam genomeversion:mm10,renlab
ENCFF677GKL,H3K4me3,P0,Stomach,2,ExpAcc:ENCSR916CBN md5sum:cf22a575ffbe6042d1b1cacf49c8ff16 URL:https://www.encodeproject.org/files/ENCFF677GKL/@@download/ENCFF677GKL.bam genomeversion:mm10,renlab
ENCFF335HGH,H3K4me3,P0,Stomach,1,ExpAcc:ENCSR916CBN md5sum:e664a9e0272b39ccfc79d0aa7e356a11 URL:https://www.encodeproject.org/files/ENCFF335HGH/@@download/ENCFF335HGH.bam genomeversion:mm10,renlab
ENCFF048XKK,H3K9ac,E15.5,Liver,2,ExpAcc:ENCSR889MYY md5sum:672deb194c3d590fc5366e4b14493f2b URL:https://www.encodeproject.org/files/ENCFF048XKK/@@download/ENCFF048XKK.bam genomeversion:mm10,renlab
ENCFF250EQO,H3K9ac,E15.5,Liver,1,ExpAcc:ENCSR889MYY md5sum:c02c9fe42a3ce55316ba0eec8fc1baa2 URL:https://www.encodeproject.org/files/ENCFF250EQO/@@download/ENCFF250EQO.bam genomeversion:mm10,renlab
ENCFF437PSC,H3K9ac,P0,Hindbrain,1,ExpAcc:ENCSR721MSV md5sum:9bb03c1ed9cbd9a3a5a847ed5ce3f710 URL:https://www.encodeproject.org/files/ENCFF437PSC/@@download/ENCFF437PSC.bam genomeversion:mm10,renlab
ENCFF687ALP,H3K9ac,P0,Hindbrain,2,ExpAcc:ENCSR721MSV md5sum:69ca5b5e2c1ee15f5878d1e45a72c26b URL:https://www.encodeproject.org/files/ENCFF687ALP/@@download/ENCFF687ALP.bam genomeversion:mm10,renlab
ENCFF524HTY,H3K27ac,E16.5,Lung,1,ExpAcc:ENCSR140UEX md5sum:2fabb7cc18f3e2b76121f974cfefb428 URL:https://www.encodeproject.org/files/ENCFF524HTY/@@download/ENCFF524HTY.bam genomeversion:mm10,renlab
ENCFF091KCX,H3K27ac,E16.5,Lung,2,ExpAcc:ENCSR140UEX md5sum:c0e516276962a26738be315b0987de32 URL:https://www.encodeproject.org/files/ENCFF091KCX/@@download/ENCFF091KCX.bam genomeversion:mm10,renlab
ENCFF338SQC,H3K4me1,E15.5,Limb,1,ExpAcc:ENCSR810EOA md5sum:e2d2e327f13e81a0a9a63389b135bd66 URL:https://www.encodeproject.org/files/ENCFF338SQC/@@download/ENCFF338SQC.bam genomeversion:mm10,renlab
ENCFF480WZM,H3K4me1,E15.5,Limb,2,ExpAcc:ENCSR810EOA md5sum:cd5dba22681633b7026f0b5649f0166b URL:https://www.encodeproject.org/files/ENCFF480WZM/@@download/ENCFF480WZM.bam genomeversion:mm10,renlab
ENCFF629DBB,H3K4me2,E15.5,Neural-tube,2,ExpAcc:ENCSR517UZA md5sum:65feb552369c205ebda057c83ebaccda URL:https://www.encodeproject.org/files/ENCFF629DBB/@@download/ENCFF629DBB.bam genomeversion:mm10,renlab
ENCFF189FZN,H3K4me2,E15.5,Neural-tube,1,ExpAcc:ENCSR517UZA md5sum:e17d47c5f348c64e03bbef95f312a52d URL:https://www.encodeproject.org/files/ENCFF189FZN/@@download/ENCFF189FZN.bam genomeversion:mm10,renlab
ENCFF768OUB,H3K9ac,E14.5,Forebrain,2,ExpAcc:ENCSR128ZCB md5sum:368a16548f6e777d706b3cfc86b4a8cc URL:https://www.encodeproject.org/files/ENCFF768OUB/@@download/ENCFF768OUB.bam genomeversion:mm10,renlab
ENCFF214ZBV,H3K9ac,E14.5,Forebrain,1,ExpAcc:ENCSR128ZCB md5sum:aec7bd7c2caad014fa077dd3580fecfc URL:https://www.encodeproject.org/files/ENCFF214ZBV/@@download/ENCFF214ZBV.bam genomeversion:mm10,renlab
ENCFF783AUL,H3K9ac,E11.5,Cranio-facial,1,ExpAcc:ENCSR076FAM md5sum:13e96ab0e496c4a9b89c95141238a39e URL:https://www.encodeproject.org/files/ENCFF783AUL/@@download/ENCFF783AUL.bam genomeversion:mm10,renlab
ENCFF011QSN,H3K9ac,E11.5,Cranio-facial,2,ExpAcc:ENCSR076FAM md5sum:baa67d1ef04f2757a42f59b64172d359 URL:https://www.encodeproject.org/files/ENCFF011QSN/@@download/ENCFF011QSN.bam genomeversion:mm10,renlab
ENCFF167XDG,H3K36me3,P0,Kidney,2,ExpAcc:ENCSR362PBD md5sum:cca436e11344f8c6207ca85fdab942e2 URL:https://www.encodeproject.org/files/ENCFF167XDG/@@download/ENCFF167XDG.bam genomeversion:mm10,renlab
ENCFF841HPK,H3K36me3,P0,Kidney,1,ExpAcc:ENCSR362PBD md5sum:361424e479367c41e908801352c3e2fc URL:https://www.encodeproject.org/files/ENCFF841HPK/@@download/ENCFF841HPK.bam genomeversion:mm10,renlab
ENCFF587RPT,H3K4me3,E13.5,Cranio-facial,1,ExpAcc:ENCSR057BKH md5sum:74a671191573b4b31244ebf9b1aae8f7 URL:https://www.encodeproject.org/files/ENCFF587RPT/@@download/ENCFF587RPT.bam genomeversion:mm10,renlab
ENCFF211IMR,H3K4me3,E13.5,Cranio-facial,2,ExpAcc:ENCSR057BKH md5sum:14177bcf7bf659ed438c6a0ffcdbafa9 URL:https://www.encodeproject.org/files/ENCFF211IMR/@@download/ENCFF211IMR.bam genomeversion:mm10,renlab
ENCFF128QKO,H3K27ac,E15.5,Cranio-facial,1,ExpAcc:ENCSR382DRK md5sum:5c1d2b8299c83883d2595d31ec9d721b URL:https://www.encodeproject.org/files/ENCFF128QKO/@@download/ENCFF128QKO.bam genomeversion:mm10,renlab
ENCFF636PQI,H3K27ac,E15.5,Cranio-facial,2,ExpAcc:ENCSR382DRK md5sum:18459569f85eb420c087d63c82c56df5 URL:https://www.encodeproject.org/files/ENCFF636PQI/@@download/ENCFF636PQI.bam genomeversion:mm10,renlab
ENCFF083SYK,H3K36me3,E14.5,Cranio-facial,1,ExpAcc:ENCSR604DCI md5sum:6b3db4d5b0dd21b72ae9360fdd120a53 URL:https://www.encodeproject.org/files/ENCFF083SYK/@@download/ENCFF083SYK.bam genomeversion:mm10,renlab
ENCFF974FPN,H3K36me3,E14.5,Cranio-facial,2,ExpAcc:ENCSR604DCI md5sum:a03e53e43e5cfc3bc443ab93448cb14b URL:https://www.encodeproject.org/files/ENCFF974FPN/@@download/ENCFF974FPN.bam genomeversion:mm10,renlab
ENCFF821XYT,H3K27me3,E16.5,Intestine,2,ExpAcc:ENCSR515XWH md5sum:3f2278a0e0c923777bce3fdad426fab3 URL:https://www.encodeproject.org/files/ENCFF821XYT/@@download/ENCFF821XYT.bam genomeversion:mm10,renlab
ENCFF635QTD,H3K27me3,E16.5,Intestine,1,ExpAcc:ENCSR515XWH md5sum:d33554cfc790bce123df24ff6fe4b777 URL:https://www.encodeproject.org/files/ENCFF635QTD/@@download/ENCFF635QTD.bam genomeversion:mm10,renlab
ENCFF080SET,H3K4me1,E14.5,Intestine,1,ExpAcc:ENCSR157LYR md5sum:d1a5e7aa4dbc760329a5b447721bb2b5 URL:https://www.encodeproject.org/files/ENCFF080SET/@@download/ENCFF080SET.bam genomeversion:mm10,renlab
ENCFF444DIL,H3K4me1,E14.5,Intestine,2,ExpAcc:ENCSR157LYR md5sum:8e9812d756f0c452ef06f8be8394b8d5 URL:https://www.encodeproject.org/files/ENCFF444DIL/@@download/ENCFF444DIL.bam genomeversion:mm10,renlab
ENCFF711EAX,H3K27ac,E11.5,Limb,1,ExpAcc:ENCSR897WBY md5sum:273860a69ce67525bcb916fe0f3d97d2 URL:https://www.encodeproject.org/files/ENCFF711EAX/@@download/ENCFF711EAX.bam genomeversion:mm10,renlab
ENCFF091QRM,H3K27ac,E11.5,Limb,2,ExpAcc:ENCSR897WBY md5sum:5318aec1eac6d1187fa047633aafd525 URL:https://www.encodeproject.org/files/ENCFF091QRM/@@download/ENCFF091QRM.bam genomeversion:mm10,renlab
ENCFF580IUL,H3K4me3,E11.5,Limb,2,ExpAcc:ENCSR654VMK md5sum:1565f2c523fa6173c05009a952845966 URL:https://www.encodeproject.org/files/ENCFF580IUL/@@download/ENCFF580IUL.bam genomeversion:mm10,renlab
ENCFF990MVE,H3K4me3,E11.5,Limb,1,ExpAcc:ENCSR654VMK md5sum:90ffbff8a174c511567b0b2cec186dbd URL:https://www.encodeproject.org/files/ENCFF990MVE/@@download/ENCFF990MVE.bam genomeversion:mm10,renlab
ENCFF220MQQ,H3K4me2,E14.5,Limb,2,ExpAcc:ENCSR631QAE md5sum:8c60eee24607d0b64d84afc4398cec26 URL:https://www.encodeproject.org/files/ENCFF220MQQ/@@download/ENCFF220MQQ.bam genomeversion:mm10,renlab
ENCFF607APX,H3K4me2,E14.5,Limb,1,ExpAcc:ENCSR631QAE md5sum:b791da279abcea7080ad125c56e917b7 URL:https://www.encodeproject.org/files/ENCFF607APX/@@download/ENCFF607APX.bam genomeversion:mm10,renlab
ENCFF041PKD,H3K4me1,P0,Midbrain,2,ExpAcc:ENCSR391WSS md5sum:51e378477e7e82f6e8ee5ff27bb1ea66 URL:https://www.encodeproject.org/files/ENCFF041PKD/@@download/ENCFF041PKD.bam genomeversion:mm10,renlab
ENCFF156WKE,H3K4me1,P0,Midbrain,1,ExpAcc:ENCSR391WSS md5sum:1a07b747d4b85a38e26a622b21761ec3 URL:https://www.encodeproject.org/files/ENCFF156WKE/@@download/ENCFF156WKE.bam genomeversion:mm10,renlab
ENCFF279QEX,H3K4me1,E15.5,Stomach,2,ExpAcc:ENCSR548BKP md5sum:7b62a40b5135fa8a069f7fdccede6a35 URL:https://www.encodeproject.org/files/ENCFF279QEX/@@download/ENCFF279QEX.bam genomeversion:mm10,renlab
ENCFF636PNI,H3K4me1,E15.5,Stomach,1,ExpAcc:ENCSR548BKP md5sum:5b162d9268b3f4fc532dee6ff75722ce URL:https://www.encodeproject.org/files/ENCFF636PNI/@@download/ENCFF636PNI.bam genomeversion:mm10,renlab
ENCFF268FRF,H3K36me3,E14.5,Midbrain,2,ExpAcc:ENCSR702JYV md5sum:bc46757799e57286148d862a6b7f58fc URL:https://www.encodeproject.org/files/ENCFF268FRF/@@download/ENCFF268FRF.bam genomeversion:mm10,renlab
ENCFF903NTN,H3K36me3,E14.5,Midbrain,1,ExpAcc:ENCSR702JYV md5sum:fd5f84c3f9f3511f36470d58acc728f1 URL:https://www.encodeproject.org/files/ENCFF903NTN/@@download/ENCFF903NTN.bam genomeversion:mm10,renlab
ENCFF419DCN,H3K4me3,E16.5,Forebrain,1,ExpAcc:ENCSR129DIK md5sum:5d07e22bfdc9088517936a555219625e URL:https://www.encodeproject.org/files/ENCFF419DCN/@@download/ENCFF419DCN.bam genomeversion:mm10,renlab
ENCFF278PDK,H3K4me3,E16.5,Forebrain,2,ExpAcc:ENCSR129DIK md5sum:86e2d141993ba666ac1355d10a65b800 URL:https://www.encodeproject.org/files/ENCFF278PDK/@@download/ENCFF278PDK.bam genomeversion:mm10,renlab
ENCFF807XSN,H3K36me3,E15.5,Heart,1,ExpAcc:ENCSR560CIG md5sum:623b16ca4eba77e481a717ca29adb9ff URL:https://www.encodeproject.org/files/ENCFF807XSN/@@download/ENCFF807XSN.bam genomeversion:mm10,renlab
ENCFF891EEC,H3K36me3,E15.5,Heart,2,ExpAcc:ENCSR560CIG md5sum:70311963f24089c106db6885c77f9c2d URL:https://www.encodeproject.org/files/ENCFF891EEC/@@download/ENCFF891EEC.bam genomeversion:mm10,renlab
ENCFF486JTJ,H3K27ac,E13.5,Heart,2,ExpAcc:ENCSR699XHY md5sum:d0b8261f7020b3b505e38da264f0dc78 URL:https://www.encodeproject.org/files/ENCFF486JTJ/@@download/ENCFF486JTJ.bam genomeversion:mm10,renlab
ENCFF026OCE,H3K27ac,E13.5,Heart,1,ExpAcc:ENCSR699XHY md5sum:f8b711abaeef7ebc889628f03dd8d2be URL:https://www.encodeproject.org/files/ENCFF026OCE/@@download/ENCFF026OCE.bam genomeversion:mm10,renlab
ENCFF358IFT,H3K27me3,E11.5,Heart,1,ExpAcc:ENCSR963OLG md5sum:858956b1925f0ab269aae8e6521ef405 URL:https://www.encodeproject.org/files/ENCFF358IFT/@@download/ENCFF358IFT.bam genomeversion:mm10,renlab
ENCFF305NCJ,H3K27me3,E11.5,Heart,2,ExpAcc:ENCSR963OLG md5sum:94ce83e0f9c41ebdf87e6225558c18ec URL:https://www.encodeproject.org/files/ENCFF305NCJ/@@download/ENCFF305NCJ.bam genomeversion:mm10,renlab
ENCFF009VQO,H3K4me3,E15.5,Intestine,2,ExpAcc:ENCSR410YIY md5sum:a1cc54b186ec70ca271768bb1aa41255 URL:https://www.encodeproject.org/files/ENCFF009VQO/@@download/ENCFF009VQO.bam genomeversion:mm10,renlab
ENCFF119AXB,H3K4me3,E15.5,Intestine,1,ExpAcc:ENCSR410YIY md5sum:5d93497451d9940dc1498a5dd00aad11 URL:https://www.encodeproject.org/files/ENCFF119AXB/@@download/ENCFF119AXB.bam genomeversion:mm10,renlab
ENCFF798HGH,H3K4me3,E14.5,Cranio-facial,2,ExpAcc:ENCSR059LYY md5sum:753a70d628e9f03dce92e8c0ef033d68 URL:https://www.encodeproject.org/files/ENCFF798HGH/@@download/ENCFF798HGH.bam genomeversion:mm10,renlab
ENCFF499PQT,H3K4me3,E14.5,Cranio-facial,1,ExpAcc:ENCSR059LYY md5sum:372cb6dd2c4ac570dffcd075f4663c8d URL:https://www.encodeproject.org/files/ENCFF499PQT/@@download/ENCFF499PQT.bam genomeversion:mm10,renlab
ENCFF853VSK,H3K4me1,E15.5,Kidney,1,ExpAcc:ENCSR436FYE md5sum:6a90b96de16da42b7adbcf60b414d37b URL:https://www.encodeproject.org/files/ENCFF853VSK/@@download/ENCFF853VSK.bam genomeversion:mm10,renlab
ENCFF798TCX,H3K4me1,E15.5,Kidney,2,ExpAcc:ENCSR436FYE md5sum:2291ca8a4b2fa156af3dc3de3ded8904 URL:https://www.encodeproject.org/files/ENCFF798TCX/@@download/ENCFF798TCX.bam genomeversion:mm10,renlab
ENCFF225VVC,H3K4me2,E16.5,Kidney,1,ExpAcc:ENCSR846ZTT md5sum:50d30996ececdd9ffd858f47e7518b9d URL:https://www.encodeproject.org/files/ENCFF225VVC/@@download/ENCFF225VVC.bam genomeversion:mm10,renlab
ENCFF348IMN,H3K4me2,E16.5,Kidney,2,ExpAcc:ENCSR846ZTT md5sum:dac25c2b38b688f910034a6ab0eafa40 URL:https://www.encodeproject.org/files/ENCFF348IMN/@@download/ENCFF348IMN.bam genomeversion:mm10,renlab
ENCFF200EJF,H3K4me3,E13.5,Limb,1,ExpAcc:ENCSR416OYH md5sum:12921c222169ce7d4de18e4d4c15a501 URL:https://www.encodeproject.org/files/ENCFF200EJF/@@download/ENCFF200EJF.bam genomeversion:mm10,renlab
ENCFF109OBO,H3K4me3,E13.5,Limb,2,ExpAcc:ENCSR416OYH md5sum:b743902c98bac285887e72e502fc18b4 URL:https://www.encodeproject.org/files/ENCFF109OBO/@@download/ENCFF109OBO.bam genomeversion:mm10,renlab
ENCFF822VZV,H3K9ac,E16.5,Forebrain,2,ExpAcc:ENCSR014TEJ md5sum:72f233d5d71758c61e9983f22421fcc7 URL:https://www.encodeproject.org/files/ENCFF822VZV/@@download/ENCFF822VZV.bam genomeversion:mm10,renlab
ENCFF337NUV,H3K9ac,E16.5,Forebrain,1,ExpAcc:ENCSR014TEJ md5sum:18e3eb63b75b1138b0488a0026958f87 URL:https://www.encodeproject.org/files/ENCFF337NUV/@@download/ENCFF337NUV.bam genomeversion:mm10,renlab
ENCFF144GQX,H3K9ac,P0,Forebrain,1,ExpAcc:ENCSR369RBO md5sum:4fa01782612f8eb745e0830e0854ebb8 URL:https://www.encodeproject.org/files/ENCFF144GQX/@@download/ENCFF144GQX.bam genomeversion:mm10,renlab
ENCFF978YHH,H3K9ac,P0,Forebrain,2,ExpAcc:ENCSR369RBO md5sum:c1f36f9c43aa0cbbbf9d20653b7de704 URL:https://www.encodeproject.org/files/ENCFF978YHH/@@download/ENCFF978YHH.bam genomeversion:mm10,renlab
ENCFF236CTX,H3K36me3,E11.5,Liver,2,ExpAcc:ENCSR932BNP md5sum:4f086256cdea315dba5d359bc5bbe5c2 URL:https://www.encodeproject.org/files/ENCFF236CTX/@@download/ENCFF236CTX.bam genomeversion:mm10,renlab
ENCFF075FNV,H3K36me3,E11.5,Liver,1,ExpAcc:ENCSR932BNP md5sum:8e05c7b21841a74317ddcc369a86e0a7 URL:https://www.encodeproject.org/files/ENCFF075FNV/@@download/ENCFF075FNV.bam genomeversion:mm10,renlab
ENCFF445IGA,H3K4me2,E11.5,Midbrain,2,ExpAcc:ENCSR261OAK md5sum:aeac6e64210c0f9e1792eee05d801201 URL:https://www.encodeproject.org/files/ENCFF445IGA/@@download/ENCFF445IGA.bam genomeversion:mm10,renlab
ENCFF237VTB,H3K4me2,E11.5,Midbrain,1,ExpAcc:ENCSR261OAK md5sum:a567f51362d82ba5ee83e06249311a2c URL:https://www.encodeproject.org/files/ENCFF237VTB/@@download/ENCFF237VTB.bam genomeversion:mm10,renlab
ENCFF035ZDK,H3K9ac,E16.5,Kidney,2,ExpAcc:ENCSR912IXU md5sum:d4115f9bc2a79790d1ba473e3bf8b4be URL:https://www.encodeproject.org/files/ENCFF035ZDK/@@download/ENCFF035ZDK.bam genomeversion:mm10,renlab
ENCFF683LUE,H3K9ac,E16.5,Kidney,1,ExpAcc:ENCSR912IXU md5sum:97ca3e5d12cafd460921a3741534c206 URL:https://www.encodeproject.org/files/ENCFF683LUE/@@download/ENCFF683LUE.bam genomeversion:mm10,renlab
ENCFF891NNX,H3K9ac,E13.5,Neural-tube,2,ExpAcc:ENCSR087PLZ md5sum:54aa5af16fc3411c91447f3dcb545510 URL:https://www.encodeproject.org/files/ENCFF891NNX/@@download/ENCFF891NNX.bam genomeversion:mm10,renlab
ENCFF560GLI,H3K9ac,E13.5,Neural-tube,1,ExpAcc:ENCSR087PLZ md5sum:4b203bb26c25478302e8940b169a8d8f URL:https://www.encodeproject.org/files/ENCFF560GLI/@@download/ENCFF560GLI.bam genomeversion:mm10,renlab
ENCFF940MRH,H3K4me1,E15.5,Heart,2,ExpAcc:ENCSR339LMJ md5sum:8a261e229bf2d0c243ec07bb690bf296 URL:https://www.encodeproject.org/files/ENCFF940MRH/@@download/ENCFF940MRH.bam genomeversion:mm10,renlab
ENCFF702CKO,H3K4me1,E15.5,Heart,1,ExpAcc:ENCSR339LMJ md5sum:4893041641f01a3224e209ef1fdebae6 URL:https://www.encodeproject.org/files/ENCFF702CKO/@@download/ENCFF702CKO.bam genomeversion:mm10,renlab
ENCFF492ILF,H3K4me1,E14.5,Liver,2,ExpAcc:ENCSR234ISO md5sum:6db46aa25bddeeb69e38d9da3cc1d0a6 URL:https://www.encodeproject.org/files/ENCFF492ILF/@@download/ENCFF492ILF.bam genomeversion:mm10,renlab
